timestamp,sum,mean,median,count,rate,btc_price,last
1582044469.894089,700.71,0.23,0.24,2988,1.66,9929.28,0.13
1582044500.0321848,700.36,0.23,0.24,2988,1.66,9929.31,-0.5
1582044531.2567618,702.03,0.23,0.24,3000,1.67,9929.31,0.13
1582044561.2894905,701.93,0.23,0.24,3002,1.67,9932.73,0.63
1582044591.836303,704.24,0.23,0.24,3021,1.68,9930.02,0.25
1582044621.932253,704.38,0.23,0.24,3018,1.68,9933.35,0.36
1582044653.1638901,705.54,0.23,0.24,3014,1.67,9927.78,0.36
1582044683.5855937,702.92,0.23,0.24,3004,1.67,9911.25,-0.25
1582044716.40959,702.88,0.23,0.24,2993,1.66,9918.97,-0.17
1582044746.8226597,699.82,0.23,0.25,2981,1.66,9919.99,0.26
1582044776.863969,708.73,0.24,0.25,2996,1.67,9925,0.23
1582044807.2154648,707.2,0.24,0.25,2995,1.67,9924.99,0.25
1582044838.1365604,712.19,0.24,0.25,3000,1.67,9924.15,-0.04
1582044868.4695318,714.98,0.24,0.25,3014,1.67,9924.59,0.56
1582044899.2305372,713.23,0.24,0.25,2993,1.67,9924.72,0.43
1582044929.72441,713.78,0.24,0.25,2987,1.66,9920.93,0.44
1582044960.204441,714.16,0.24,0.25,3007,1.67,9915.18,0.57
1582044990.3801012,717.89,0.24,0.25,3014,1.67,9929.16,0.26
1582045020.653469,715.91,0.24,0.25,3029,1.69,9925.11,0.22
1582045051.152277,718.22,0.24,0.25,3030,1.68,9923.31,0.8
1582045081.5172582,718.52,0.24,0.25,3024,1.68,9922.34,0.38
1582045112.1644378,715.95,0.24,0.25,3015,1.68,9939.97,-0.04
1582045142.2183304,717.37,0.24,0.25,3014,1.68,9938.7,0.42
1582045172.3293114,718.5,0.24,0.25,3017,1.68,9940.7,-0.04
1582045202.367443,718.59,0.24,0.25,3015,1.68,9944.7,-0.07
1582045232.7710137,725.48,0.24,0.25,3025,1.68,9957.33,0.86
1582045263.1544461,725.82,0.24,0.26,3004,1.67,9957.89,0.23
1582045293.5049171,726.84,0.24,0.26,3015,1.68,9960.07,-0.14
1582045324.1761966,747.2,0.25,0.26,3041,1.69,9966.63,0.42
1582045354.4168682,747.68,0.25,0.26,3043,1.69,9966.22,0.04
1582045384.945,747.31,0.25,0.26,3035,1.69,9980,0.63
1582045416.4781976,747.59,0.25,0.26,3036,1.69,9978.74,0.25
1582045447.7266333,748.65,0.25,0.26,3050,1.69,9978.53,-0.34
1582045477.9446905,755.41,0.25,0.26,3050,1.7,9974,0.14
1582045508.1227052,757.09,0.25,0.26,3052,1.7,9969.51,0.49
1582045538.5429316,760.87,0.25,0.26,3060,1.7,9953.5,0.25
1582045568.593404,762.26,0.25,0.26,3066,1.7,9960,0.36
1582045598.8682563,762.5,0.25,0.26,3063,1.7,9959.99,-0.16
1582045630.0249834,763.84,0.25,0.26,3061,1.7,9960.01,0.44
1582045660.5004401,767.31,0.25,0.26,3064,1.71,9959,0.7
1582045690.8630574,766.89,0.25,0.26,3060,1.7,9945.81,0.68
1582045722.575347,769.3,0.25,0.26,3077,1.71,9957.62,0.04
1582045754.1151307,773.1,0.25,0.26,3076,1.71,9959.99,0.4
1582045784.2929857,777.51,0.25,0.26,3063,1.7,9953.42,0.34
1582045814.3128746,771.36,0.25,0.26,3043,1.69,9948.4,0.09
1582045846.182981,753.26,0.25,0.26,3008,1.67,9945.3,-0.16
1582045876.2484329,740.02,0.25,0.26,2973,1.65,9930.66,0.44
1582045906.3235855,733.96,0.25,0.26,2962,1.65,9935.39,0.07
1582045936.9548674,726.51,0.25,0.26,2929,1.63,9935.31,-0.18
1582045967.6693769,717.61,0.25,0.26,2914,1.62,9933.05,-0.26
1582045997.97146,714.79,0.25,0.26,2916,1.62,9940,0.53
1582046030.3084552,711.12,0.25,0.26,2895,1.61,9944.89,0.35
1582046061.509737,704.69,0.24,0.26,2887,1.6,9943.66,0.4
1582046092.431992,699.08,0.24,0.26,2869,1.59,9945.02,0.19
1582046122.9727972,696.64,0.24,0.26,2863,1.59,9938.25,0.3
1582046155.7337537,696.39,0.24,0.26,2862,1.59,9930.01,0.24
1582046185.9030519,690.5,0.24,0.26,2835,1.58,9924.74,0.44
1582046218.1817052,687.14,0.24,0.26,2821,1.57,9927.11,0.17
1582046250.12357,684.6,0.24,0.26,2814,1.56,9932.88,-0.21
1582046280.3197117,680.3,0.24,0.26,2804,1.56,9936.22,-0.06
1582046312.5812352,679.71,0.24,0.26,2788,1.55,9935.38,0.36
1582046342.8024411,677.13,0.24,0.26,2792,1.55,9937.33,0.35
1582046373.4559045,672.63,0.24,0.26,2787,1.55,9932.8,0.52
1582046403.9785259,670.05,0.24,0.26,2778,1.54,9934.77,0.34
1582046434.0971234,665.71,0.24,0.26,2763,1.54,9931.25,0.47
1582046464.7726107,663.74,0.24,0.26,2761,1.53,9927.37,0.07
1582046495.6933484,661.09,0.24,0.26,2747,1.53,9927.01,0.44
1582046525.8654132,663.75,0.24,0.26,2744,1.52,9918.31,0.54
1582046556.5511463,664.15,0.24,0.26,2748,1.53,9918.64,0.53
1582046587.7639701,659.75,0.24,0.26,2731,1.52,9920.56,0.28
1582046617.9147143,661.18,0.24,0.26,2747,1.53,9918.27,0.53
1582046648.150886,662.58,0.24,0.26,2742,1.52,9923.52,0.31
1582046678.6988828,661.76,0.24,0.26,2747,1.53,9914.32,0.44
1582046708.8689892,658.91,0.24,0.26,2752,1.53,9912.7,-0.34
1582046740.6995528,651.18,0.24,0.26,2748,1.53,9915.13,0.2
1582046771.2124162,652.12,0.24,0.26,2724,1.52,9911.75,0.23
1582046802.3006566,654.95,0.24,0.26,2737,1.52,9907.52,-0.17
1582046832.474682,650.02,0.24,0.26,2699,1.5,9917.63,-0.26
1582046862.6657143,649.64,0.24,0.26,2685,1.49,9913.92,0.07
1582046893.463453,648.4,0.24,0.26,2672,1.48,9915.52,0.24
1582046924.4884884,651.08,0.24,0.26,2669,1.48,9915.52,0.24
1582046955.055935,642.55,0.24,0.26,2654,1.47,9922.55,-0.45
1582046985.3233702,637.18,0.24,0.26,2643,1.47,9922.54,0.2
1582047016.6337624,634.47,0.24,0.26,2613,1.45,9921.15,0.48
1582047048.2649684,631.58,0.24,0.26,2608,1.45,9918.33,-0.26
1582047079.064593,622.68,0.24,0.26,2582,1.43,9919.53,0.14
1582047110.0505588,613.39,0.24,0.26,2560,1.42,9923.64,0.15
1582047140.328118,596.46,0.23,0.26,2540,1.41,9925,0.43
1582047170.7203102,600.2,0.24,0.26,2539,1.41,9925.02,0.58
1582047201.2444093,598.35,0.24,0.26,2536,1.41,9925.02,0.21
1582047231.7140458,598.79,0.24,0.26,2521,1.4,9922.26,0.23
1582047262.4092948,596.54,0.24,0.25,2509,1.39,9922.26,0.24
1582047293.55058,590.58,0.24,0.25,2504,1.39,9925.04,-0.04
1582047324.180447,591.23,0.24,0.25,2499,1.39,9929,0.44
1582047354.9882505,586.53,0.23,0.25,2498,1.39,9926.36,0.53
1582047385.4934776,584.09,0.23,0.25,2504,1.39,9926.85,0.31
1582047418.968798,579.22,0.23,0.25,2483,1.38,9929,0.3
1582047449.4317656,575.93,0.23,0.25,2480,1.38,9929,0.18
1582047479.7907877,574.5,0.23,0.25,2478,1.38,9939.95,0.18
1582047510.73217,575.01,0.23,0.25,2475,1.38,9939.66,0.8
1582047541.0388262,569.95,0.23,0.25,2465,1.37,9931.72,0.15
1582047571.2692513,569.44,0.23,0.25,2452,1.36,9930.01,-0.64
1582047601.861454,566.63,0.23,0.25,2456,1.36,9929.04,0.21
1582047631.9283388,566.95,0.23,0.25,2462,1.37,9928.08,-0.31
1582047662.6673565,568,0.23,0.25,2463,1.37,9929.03,0.24
1582047693.0195525,564.37,0.23,0.25,2468,1.37,9929.04,0.36
1582047725.5229728,562.1,0.23,0.25,2478,1.38,9929.04,-0.12
1582047756.5332797,555.58,0.23,0.25,2454,1.36,9929.03,0.26
1582047786.6585639,552.55,0.23,0.25,2453,1.36,9929.03,0.74
1582047817.545389,551.67,0.23,0.25,2449,1.36,9928.08,0.51
1582047847.8112874,550.73,0.23,0.25,2442,1.36,9928.11,0.1
1582047878.3105083,549.05,0.23,0.25,2440,1.36,9928.08,0.36
1582047908.688592,550.08,0.23,0.25,2437,1.35,9928.11,0.19
1582047938.937939,541.68,0.22,0.25,2423,1.35,9928.11,0.1
1582047969.2237384,538.06,0.22,0.25,2434,1.35,9930.08,0.62
1582047999.4112647,540.43,0.22,0.25,2442,1.36,9932.11,-0.18
1582048029.5557303,540.76,0.22,0.24,2444,1.36,9939.57,0.22
1582048061.3174598,543.39,0.22,0.24,2456,1.37,9939.59,0.44
1582048092.8822112,543.78,0.22,0.24,2469,1.37,9947.49,-0.45
1582048123.577189,539.99,0.22,0.24,2464,1.37,9949.4,0.36
1582048154.6725032,545.69,0.22,0.24,2466,1.37,9950,0.18
1582048186.1229935,544.41,0.22,0.24,2483,1.38,9958.76,0.25
1582048216.3205748,542.03,0.22,0.24,2472,1.37,9958.76,0.22
1582048248.4747045,548.64,0.22,0.24,2481,1.38,9960,-0.27
1582048278.770021,546.5,0.22,0.24,2497,1.39,9970,0.22
1582048310.3546968,543.46,0.22,0.24,2498,1.39,9963.1,0.25
1582048341.4151425,543.09,0.22,0.24,2496,1.39,9965.18,0.24
1582048371.6331666,540.58,0.22,0.24,2488,1.38,9969.11,0.2
1582048403.8225973,531.59,0.22,0.24,2464,1.37,9970,-0.29
1582048434.3847625,525.54,0.21,0.23,2453,1.36,9970,0.35
1582048465.172171,526.97,0.21,0.23,2458,1.37,9975.11,-0.18
1582048495.3919845,530.7,0.21,0.23,2470,1.37,9971.37,0.14
1582048525.74811,541.61,0.22,0.23,2480,1.38,9970,0.21
1582048556.3828752,546.73,0.22,0.23,2521,1.4,9975.25,-0.21
1582048586.737607,543.48,0.22,0.23,2524,1.4,9972.01,0.36
1582048617.3119316,539.57,0.21,0.23,2529,1.41,9970.01,0.32
1582048647.7536714,539.83,0.21,0.23,2544,1.41,9966,-0.15
1582048677.9973047,541.11,0.21,0.23,2551,1.42,9973.88,-0.22
1582048708.1123896,542.46,0.21,0.23,2558,1.42,9973.88,0.3
1582048739.4232166,541.24,0.21,0.23,2548,1.42,9973.88,0.36
1582048769.6941757,542.98,0.21,0.23,2551,1.42,9973.87,0.05
1582048800.202384,542.97,0.21,0.23,2559,1.42,9973.9,0.3
